,x,y
206,537.0013772465613,212.38128942815266
207,546.7164844112722,196.77565831222483
208,544.7509771300139,157.25971381515498
209,540.4344515150887,86.56316715757043
210,560.0309966330129,58.42254974801119
211,582.7830161365131,44.14051105346624
212,608.4637624044935,7.407507569545999
213,640.3065857836323,-24.999877928756348
214,1378.6110528862666,-7752.4453596036155
215,2024.5523460653635,-7667.473500485997
216,2740.4463650111265,-7510.542615837331
217,3439.3382494905195,-7289.903356575124
218,4115.144135591132,-7006.437282490537
219,4693.213756126008,-6706.029595688862
220,5311.32028656016,-6312.315323811631
221,5892.75705381705,-5866.223521009764
222,801.180577284362,197.3291006163678
223,805.2059124534495,220.84897955665875
224,829.3386921223058,227.6676167167888
225,830.0524003494054,251.18324981222165
226,928.6157805671683,224.12531064394614
227,1101.232002008063,191.6371765393734
228,1094.2032897232211,239.1721406106871
229,1021.421304794,294.52643091107257
230,989.57940928721,328.4526292314981
231,984.0,360.0
232,944.0,360.0
233,961.6927327628741,330.96922860904243
234,956.372710177969,305.69246594949425
235,976.3037123908106,270.53596794153003
236,939.6598953983139,250.615599421711
237,1024.5194568684844,178.97572734695015
238,1136.3925707756157,75.78456115338258
239,7316.033105351431,-4306.00546251842
240,793.7332796441822,230.51224486522412
241,800.4767319687098,198.03945388878543
242,773.4790952786802,201.78391003572045
243,764.4538369777231,182.23542967868337
244,778.3247513139002,118.85634328486327
245,4115.570795399062,-7007.341694679915
246,3438.9946037442032,-7288.964257218806
247,2740.4463650111265,-7510.542615837331
248,2024.3823789224632,-7666.488050756008
249,1378.6110528862666,-7752.4453596036155
250,646.4868773856332,-7785.997417162725
251,-85.68980636439471,-7753.611421860108
252,-811.9923693207625,-7655.54952323509
253,545.6775857722716,4.293263805346498
254,521.9583703529402,35.8223115785629
255,502.2290919201987,66.75065748263489
256,486.18143706114034,90.85347913186007
257,482.64099301557985,134.47141440412213
258,499.69336472044813,193.15262034862275
259,512.2373398548183,233.2060621613683
260,507.8599700405451,248.33974528815384
261,505.7275257185094,265.8357676698501
262,500.4086978472258,279.779875571694
263,489.2220893843446,290.5592218478406
264,480.39968127346486,301.4531105660737
265,472.8855789551504,315.2588525086278
266,448.84907077737057,326.8741451834778
267,420.9221686014065,339.87777870886384
268,403.00030058057314,359.62254125879264
269,376.00033482392956,359.57953963004746
270,361.1736691290629,334.38990017491756
271,371.9945734610556,313.5555025252885
272,406.2330063996901,297.41411738201117
273,444.7243159110629,288.3661588102549
274,456.52326539540724,275.4997759835169
275,483.9351901397556,270.31290436586903
276,499.17764892429034,261.24239048301354
277,512.4428612530118,252.2123552781601
278,519.3352654184396,240.25016981907004
279,532.5173940748388,232.18572292761468
280,543.2957375259382,221.40243285198778
281,548.7012400620962,200.24851664600726
282,544.7509771300139,157.25971381515498
283,544.8823969800503,98.7785583154797
284,561.056240265923,62.28892731534438
285,580.6440634687191,32.33267969097898
286,608.55284782143,8.403531559462522
287,646.4860810589224,-7784.997417479793
288,1378.6110528862666,-7752.4453596036155
289,2024.3823789224632,-7666.488050756008
290,2740.4463650111265,-7510.542615837331
291,3439.3382494905195,-7289.903356575124
292,4115.570795399062,-7007.341694679915
